circuit_id,circuit_type,num_qubits,bug_type,valid_file,buggy_file,ground_truth_file,bug_description
circuit_0523,vqe_h2,4,gate_redundancy,data/valid/circuit_0523_valid.qasm,data/buggy/circuit_0523_buggy.qasm,data/ground_truth/circuit_0523_ground_truth.qasm,"Gate redundancy: inserted two duplicate consecutive CNOT gates on (0, 1)"
circuit_0524,vqe_h2,4,semantic_deviation,data/valid/circuit_0524_valid.qasm,data/buggy/circuit_0524_buggy.qasm,data/ground_truth/circuit_0524_ground_truth.qasm,Semantic deviation: altered gate basis from rz to rx
circuit_0525,vqe_h2,4,physics_violation,data/valid/circuit_0525_valid.qasm,data/buggy/circuit_0525_buggy.qasm,data/ground_truth/circuit_0525_ground_truth.qasm,"Physics violation: CNOT between non-connected physical qubits (0, 2) on FakeSherbrooke coupling graph"
circuit_0526,vqe_h2,4,syntax,data/valid/circuit_0526_valid.qasm,data/buggy/circuit_0526_buggy.qasm,data/ground_truth/circuit_0526_ground_truth.qasm,Syntax error: missing semicolon on line 3
circuit_0527,vqe_h2,4,structural,data/valid/circuit_0527_valid.qasm,data/buggy/circuit_0527_buggy.qasm,data/ground_truth/circuit_0527_ground_truth.qasm,Structural error: shifted rz from qubit 2 to qubit 3
circuit_0528,vqe_h2,4,gate_redundancy,data/valid/circuit_0528_valid.qasm,data/buggy/circuit_0528_buggy.qasm,data/ground_truth/circuit_0528_ground_truth.qasm,Gate redundancy: inserted two consecutive self-canceling X gates on qubit 0
circuit_0529,vqe_h2,4,semantic_deviation,data/valid/circuit_0529_valid.qasm,data/buggy/circuit_0529_buggy.qasm,data/ground_truth/circuit_0529_ground_truth.qasm,Semantic deviation: shifted rotation parameter by pi/2 on ry
circuit_0530,vqe_h2,4,physics_violation,data/valid/circuit_0530_valid.qasm,data/buggy/circuit_0530_buggy.qasm,data/ground_truth/circuit_0530_ground_truth.qasm,"Physics violation: CNOT between non-connected physical qubits (0, 2) on FakeSherbrooke coupling graph"
circuit_0531,vqe_h2,4,syntax,data/valid/circuit_0531_valid.qasm,data/buggy/circuit_0531_buggy.qasm,data/ground_truth/circuit_0531_ground_truth.qasm,Syntax error: unclosed bracket on line 3
circuit_0532,vqe_h2,4,structural,data/valid/circuit_0532_valid.qasm,data/buggy/circuit_0532_buggy.qasm,data/ground_truth/circuit_0532_ground_truth.qasm,Structural error: reversed control and target qubits on cx gate
circuit_0533,vqe_h2,4,gate_redundancy,data/valid/circuit_0533_valid.qasm,data/buggy/circuit_0533_buggy.qasm,data/ground_truth/circuit_0533_ground_truth.qasm,Gate redundancy: inserted two consecutive self-canceling H gates on qubit 3
circuit_0534,vqe_h2,4,semantic_deviation,data/valid/circuit_0534_valid.qasm,data/buggy/circuit_0534_buggy.qasm,data/ground_truth/circuit_0534_ground_truth.qasm,Semantic deviation: inverted rotation angle from -1.8868 to 1.8868 on rz
circuit_0535,vqe_h2,4,physics_violation,data/valid/circuit_0535_valid.qasm,data/buggy/circuit_0535_buggy.qasm,data/ground_truth/circuit_0535_ground_truth.qasm,Physics violation: uncalibrated gate delay of 1200us exceeds qubit T2 coherence limit (~150us)
circuit_0536,vqe_h2,4,syntax,data/valid/circuit_0536_valid.qasm,data/buggy/circuit_0536_buggy.qasm,data/ground_truth/circuit_0536_ground_truth.qasm,Syntax error: unclosed bracket on line 3
circuit_0537,vqe_h2,4,structural,data/valid/circuit_0537_valid.qasm,data/buggy/circuit_0537_buggy.qasm,data/ground_truth/circuit_0537_ground_truth.qasm,Structural error: reversed control and target qubits on cx gate
circuit_0538,vqe_h2,4,gate_redundancy,data/valid/circuit_0538_valid.qasm,data/buggy/circuit_0538_buggy.qasm,data/ground_truth/circuit_0538_ground_truth.qasm,"Gate redundancy: inserted two duplicate consecutive CNOT gates on (0, 1)"
circuit_0539,vqe_h2,4,semantic_deviation,data/valid/circuit_0539_valid.qasm,data/buggy/circuit_0539_buggy.qasm,data/ground_truth/circuit_0539_ground_truth.qasm,Semantic deviation: inverted rotation angle from 1.3284 to -1.3284 on ry
circuit_0540,vqe_h2,4,physics_violation,data/valid/circuit_0540_valid.qasm,data/buggy/circuit_0540_buggy.qasm,data/ground_truth/circuit_0540_ground_truth.qasm,"Physics violation: CNOT between non-connected physical qubits (0, 2) on FakeSherbrooke coupling graph"
circuit_0541,vqe_h2,4,syntax,data/valid/circuit_0541_valid.qasm,data/buggy/circuit_0541_buggy.qasm,data/ground_truth/circuit_0541_ground_truth.qasm,Syntax error: missing semicolon on line 3
circuit_0542,vqe_h2,4,structural,data/valid/circuit_0542_valid.qasm,data/buggy/circuit_0542_buggy.qasm,data/ground_truth/circuit_0542_ground_truth.qasm,Structural error: shifted ry from qubit 2 to qubit 3
circuit_0543,vqe_h2,4,gate_redundancy,data/valid/circuit_0543_valid.qasm,data/buggy/circuit_0543_buggy.qasm,data/ground_truth/circuit_0543_ground_truth.qasm,Gate redundancy: inserted two consecutive self-canceling X gates on qubit 1
circuit_0544,vqe_h2,4,semantic_deviation,data/valid/circuit_0544_valid.qasm,data/buggy/circuit_0544_buggy.qasm,data/ground_truth/circuit_0544_ground_truth.qasm,Semantic deviation: inverted rotation angle from 1.1833 to -1.1833 on rz
circuit_0545,vqe_h2,4,physics_violation,data/valid/circuit_0545_valid.qasm,data/buggy/circuit_0545_buggy.qasm,data/ground_truth/circuit_0545_ground_truth.qasm,Physics violation: uncalibrated gate delay of 1200us exceeds qubit T2 coherence limit (~150us)
circuit_0546,vqe_h2,4,syntax,data/valid/circuit_0546_valid.qasm,data/buggy/circuit_0546_buggy.qasm,data/ground_truth/circuit_0546_ground_truth.qasm,Syntax error: call to undefined gate 'unknown_quantum_op'
circuit_0547,vqe_h2,4,structural,data/valid/circuit_0547_valid.qasm,data/buggy/circuit_0547_buggy.qasm,data/ground_truth/circuit_0547_ground_truth.qasm,Structural error: omitted rz gate at instruction index 10
circuit_0548,vqe_h2,4,gate_redundancy,data/valid/circuit_0548_valid.qasm,data/buggy/circuit_0548_buggy.qasm,data/ground_truth/circuit_0548_ground_truth.qasm,Gate redundancy: inserted two consecutive self-canceling X gates on qubit 3
circuit_0549,vqe_h2,4,semantic_deviation,data/valid/circuit_0549_valid.qasm,data/buggy/circuit_0549_buggy.qasm,data/ground_truth/circuit_0549_ground_truth.qasm,Semantic deviation: altered gate basis from rz to rx
circuit_0550,vqe_h2,4,physics_violation,data/valid/circuit_0550_valid.qasm,data/buggy/circuit_0550_buggy.qasm,data/ground_truth/circuit_0550_ground_truth.qasm,"Physics violation: CNOT between non-connected physical qubits (0, 2) on FakeSherbrooke coupling graph"
circuit_0551,vqe_h2,4,syntax,data/valid/circuit_0551_valid.qasm,data/buggy/circuit_0551_buggy.qasm,data/ground_truth/circuit_0551_ground_truth.qasm,Syntax error: unclosed bracket on line 3
circuit_0552,vqe_h2,4,structural,data/valid/circuit_0552_valid.qasm,data/buggy/circuit_0552_buggy.qasm,data/ground_truth/circuit_0552_ground_truth.qasm,Structural error: omitted cx gate at instruction index 15
circuit_0553,vqe_h2,4,gate_redundancy,data/valid/circuit_0553_valid.qasm,data/buggy/circuit_0553_buggy.qasm,data/ground_truth/circuit_0553_ground_truth.qasm,Gate redundancy: inserted two consecutive self-canceling H gates on qubit 3
circuit_0554,vqe_h2,4,semantic_deviation,data/valid/circuit_0554_valid.qasm,data/buggy/circuit_0554_buggy.qasm,data/ground_truth/circuit_0554_ground_truth.qasm,Semantic deviation: inverted rotation angle from -1.6996 to 1.6996 on rz
circuit_0555,vqe_h2,4,physics_violation,data/valid/circuit_0555_valid.qasm,data/buggy/circuit_0555_buggy.qasm,data/ground_truth/circuit_0555_ground_truth.qasm,"Physics violation: CNOT between non-connected physical qubits (0, 2) on FakeSherbrooke coupling graph"
circuit_0556,vqe_h2,4,syntax,data/valid/circuit_0556_valid.qasm,data/buggy/circuit_0556_buggy.qasm,data/ground_truth/circuit_0556_ground_truth.qasm,Syntax error: missing semicolon on line 3
circuit_0557,vqe_h2,4,structural,data/valid/circuit_0557_valid.qasm,data/buggy/circuit_0557_buggy.qasm,data/ground_truth/circuit_0557_ground_truth.qasm,Structural error: shifted x from qubit 0 to qubit 1
circuit_0558,vqe_h2,4,gate_redundancy,data/valid/circuit_0558_valid.qasm,data/buggy/circuit_0558_buggy.qasm,data/ground_truth/circuit_0558_ground_truth.qasm,Gate redundancy: inserted two consecutive self-canceling H gates on qubit 3
circuit_0559,vqe_h2,4,semantic_deviation,data/valid/circuit_0559_valid.qasm,data/buggy/circuit_0559_buggy.qasm,data/ground_truth/circuit_0559_ground_truth.qasm,Semantic deviation: altered gate basis from ry to rx
circuit_0560,vqe_h2,4,physics_violation,data/valid/circuit_0560_valid.qasm,data/buggy/circuit_0560_buggy.qasm,data/ground_truth/circuit_0560_ground_truth.qasm,Physics violation: uncalibrated gate delay of 1200us exceeds qubit T2 coherence limit (~150us)
circuit_0561,vqe_h2,4,syntax,data/valid/circuit_0561_valid.qasm,data/buggy/circuit_0561_buggy.qasm,data/ground_truth/circuit_0561_ground_truth.qasm,Syntax error: unknown keyword 'qbit_invalid' on line 3
circuit_0562,vqe_h2,4,structural,data/valid/circuit_0562_valid.qasm,data/buggy/circuit_0562_buggy.qasm,data/ground_truth/circuit_0562_ground_truth.qasm,Structural error: omitted cx gate at instruction index 6
circuit_0563,vqe_h2,4,gate_redundancy,data/valid/circuit_0563_valid.qasm,data/buggy/circuit_0563_buggy.qasm,data/ground_truth/circuit_0563_ground_truth.qasm,Gate redundancy: inserted two consecutive self-canceling X gates on qubit 3
circuit_0564,vqe_h2,4,semantic_deviation,data/valid/circuit_0564_valid.qasm,data/buggy/circuit_0564_buggy.qasm,data/ground_truth/circuit_0564_ground_truth.qasm,Semantic deviation: shifted rotation parameter by pi/2 on ry
circuit_0565,vqe_h2,4,physics_violation,data/valid/circuit_0565_valid.qasm,data/buggy/circuit_0565_buggy.qasm,data/ground_truth/circuit_0565_ground_truth.qasm,"Physics violation: CNOT between non-connected physical qubits (0, 2) on FakeSherbrooke coupling graph"
circuit_0566,vqe_h2,4,syntax,data/valid/circuit_0566_valid.qasm,data/buggy/circuit_0566_buggy.qasm,data/ground_truth/circuit_0566_ground_truth.qasm,Syntax error: unknown keyword 'qbit_invalid' on line 3
circuit_0567,vqe_h2,4,structural,data/valid/circuit_0567_valid.qasm,data/buggy/circuit_0567_buggy.qasm,data/ground_truth/circuit_0567_ground_truth.qasm,Structural error: shifted rz from qubit 3 to qubit 0
circuit_0568,vqe_h2,4,gate_redundancy,data/valid/circuit_0568_valid.qasm,data/buggy/circuit_0568_buggy.qasm,data/ground_truth/circuit_0568_ground_truth.qasm,Gate redundancy: inserted two consecutive self-canceling H gates on qubit 2
circuit_0569,vqe_h2,4,semantic_deviation,data/valid/circuit_0569_valid.qasm,data/buggy/circuit_0569_buggy.qasm,data/ground_truth/circuit_0569_ground_truth.qasm,Semantic deviation: altered gate basis from rz to rx
circuit_0570,vqe_h2,4,physics_violation,data/valid/circuit_0570_valid.qasm,data/buggy/circuit_0570_buggy.qasm,data/ground_truth/circuit_0570_ground_truth.qasm,"Physics violation: CNOT between non-connected physical qubits (0, 2) on FakeSherbrooke coupling graph"
circuit_0571,vqe_h2,4,syntax,data/valid/circuit_0571_valid.qasm,data/buggy/circuit_0571_buggy.qasm,data/ground_truth/circuit_0571_ground_truth.qasm,Syntax error: unclosed bracket on line 3
circuit_0572,vqe_h2,4,structural,data/valid/circuit_0572_valid.qasm,data/buggy/circuit_0572_buggy.qasm,data/ground_truth/circuit_0572_ground_truth.qasm,Structural error: reversed control and target qubits on cx gate
circuit_0573,vqe_h2,4,gate_redundancy,data/valid/circuit_0573_valid.qasm,data/buggy/circuit_0573_buggy.qasm,data/ground_truth/circuit_0573_ground_truth.qasm,Gate redundancy: inserted two consecutive self-canceling X gates on qubit 0
circuit_0574,vqe_h2,4,semantic_deviation,data/valid/circuit_0574_valid.qasm,data/buggy/circuit_0574_buggy.qasm,data/ground_truth/circuit_0574_ground_truth.qasm,Semantic deviation: altered gate basis from ry to rx
circuit_0575,vqe_h2,4,physics_violation,data/valid/circuit_0575_valid.qasm,data/buggy/circuit_0575_buggy.qasm,data/ground_truth/circuit_0575_ground_truth.qasm,Physics violation: uncalibrated gate delay of 1200us exceeds qubit T2 coherence limit (~150us)
circuit_0576,vqe_h2,4,syntax,data/valid/circuit_0576_valid.qasm,data/buggy/circuit_0576_buggy.qasm,data/ground_truth/circuit_0576_ground_truth.qasm,Syntax error: call to undefined gate 'unknown_quantum_op'
circuit_0577,vqe_h2,4,structural,data/valid/circuit_0577_valid.qasm,data/buggy/circuit_0577_buggy.qasm,data/ground_truth/circuit_0577_ground_truth.qasm,Structural error: shifted x from qubit 0 to qubit 1
circuit_0578,vqe_h2,4,gate_redundancy,data/valid/circuit_0578_valid.qasm,data/buggy/circuit_0578_buggy.qasm,data/ground_truth/circuit_0578_ground_truth.qasm,Gate redundancy: inserted two consecutive self-canceling X gates on qubit 3
circuit_0579,vqe_h2,4,semantic_deviation,data/valid/circuit_0579_valid.qasm,data/buggy/circuit_0579_buggy.qasm,data/ground_truth/circuit_0579_ground_truth.qasm,Semantic deviation: altered gate basis from rz to rx
circuit_0580,vqe_h2,4,physics_violation,data/valid/circuit_0580_valid.qasm,data/buggy/circuit_0580_buggy.qasm,data/ground_truth/circuit_0580_ground_truth.qasm,Physics violation: uncalibrated gate delay of 1200us exceeds qubit T2 coherence limit (~150us)
circuit_0581,vqe_h2,4,syntax,data/valid/circuit_0581_valid.qasm,data/buggy/circuit_0581_buggy.qasm,data/ground_truth/circuit_0581_ground_truth.qasm,Syntax error: missing semicolon on line 3
circuit_0582,vqe_h2,4,structural,data/valid/circuit_0582_valid.qasm,data/buggy/circuit_0582_buggy.qasm,data/ground_truth/circuit_0582_ground_truth.qasm,Structural error: omitted x gate at instruction index 1
circuit_0583,vqe_h2,4,gate_redundancy,data/valid/circuit_0583_valid.qasm,data/buggy/circuit_0583_buggy.qasm,data/ground_truth/circuit_0583_ground_truth.qasm,Gate redundancy: inserted two consecutive self-canceling H gates on qubit 0
circuit_0584,vqe_h2,4,semantic_deviation,data/valid/circuit_0584_valid.qasm,data/buggy/circuit_0584_buggy.qasm,data/ground_truth/circuit_0584_ground_truth.qasm,Semantic deviation: inverted rotation angle from 0.0065 to -0.0065 on rz
circuit_0585,vqe_h2,4,physics_violation,data/valid/circuit_0585_valid.qasm,data/buggy/circuit_0585_buggy.qasm,data/ground_truth/circuit_0585_ground_truth.qasm,Physics violation: uncalibrated gate delay of 1200us exceeds qubit T2 coherence limit (~150us)
circuit_0586,vqe_h2,4,syntax,data/valid/circuit_0586_valid.qasm,data/buggy/circuit_0586_buggy.qasm,data/ground_truth/circuit_0586_ground_truth.qasm,Syntax error: call to undefined gate 'unknown_quantum_op'
circuit_0587,vqe_h2,4,structural,data/valid/circuit_0587_valid.qasm,data/buggy/circuit_0587_buggy.qasm,data/ground_truth/circuit_0587_ground_truth.qasm,Structural error: omitted rz gate at instruction index 10
circuit_0588,vqe_h2,4,gate_redundancy,data/valid/circuit_0588_valid.qasm,data/buggy/circuit_0588_buggy.qasm,data/ground_truth/circuit_0588_ground_truth.qasm,Gate redundancy: inserted two consecutive self-canceling H gates on qubit 0
circuit_0589,vqe_h2,4,semantic_deviation,data/valid/circuit_0589_valid.qasm,data/buggy/circuit_0589_buggy.qasm,data/ground_truth/circuit_0589_ground_truth.qasm,Semantic deviation: shifted rotation parameter by pi/2 on rz
circuit_0590,vqe_h2,4,physics_violation,data/valid/circuit_0590_valid.qasm,data/buggy/circuit_0590_buggy.qasm,data/ground_truth/circuit_0590_ground_truth.qasm,Physics violation: uncalibrated gate delay of 1200us exceeds qubit T2 coherence limit (~150us)
circuit_0591,vqe_h2,4,syntax,data/valid/circuit_0591_valid.qasm,data/buggy/circuit_0591_buggy.qasm,data/ground_truth/circuit_0591_ground_truth.qasm,Syntax error: missing semicolon on line 3
circuit_0592,vqe_h2,4,structural,data/valid/circuit_0592_valid.qasm,data/buggy/circuit_0592_buggy.qasm,data/ground_truth/circuit_0592_ground_truth.qasm,Structural error: omitted cx gate at instruction index 7
circuit_0593,vqe_h2,4,gate_redundancy,data/valid/circuit_0593_valid.qasm,data/buggy/circuit_0593_buggy.qasm,data/ground_truth/circuit_0593_ground_truth.qasm,Gate redundancy: inserted two consecutive self-canceling H gates on qubit 3
circuit_0594,vqe_h2,4,semantic_deviation,data/valid/circuit_0594_valid.qasm,data/buggy/circuit_0594_buggy.qasm,data/ground_truth/circuit_0594_ground_truth.qasm,Semantic deviation: inverted rotation angle from 1.1664 to -1.1664 on ry
circuit_0595,vqe_h2,4,physics_violation,data/valid/circuit_0595_valid.qasm,data/buggy/circuit_0595_buggy.qasm,data/ground_truth/circuit_0595_ground_truth.qasm,Physics violation: uncalibrated gate delay of 1200us exceeds qubit T2 coherence limit (~150us)
circuit_0596,vqe_h2,4,syntax,data/valid/circuit_0596_valid.qasm,data/buggy/circuit_0596_buggy.qasm,data/ground_truth/circuit_0596_ground_truth.qasm,Syntax error: unknown keyword 'qbit_invalid' on line 3
circuit_0597,vqe_h2,4,structural,data/valid/circuit_0597_valid.qasm,data/buggy/circuit_0597_buggy.qasm,data/ground_truth/circuit_0597_ground_truth.qasm,Structural error: shifted rz from qubit 3 to qubit 0
circuit_0598,vqe_h2,4,gate_redundancy,data/valid/circuit_0598_valid.qasm,data/buggy/circuit_0598_buggy.qasm,data/ground_truth/circuit_0598_ground_truth.qasm,Gate redundancy: inserted two consecutive self-canceling X gates on qubit 1
circuit_0599,vqe_h2,4,semantic_deviation,data/valid/circuit_0599_valid.qasm,data/buggy/circuit_0599_buggy.qasm,data/ground_truth/circuit_0599_ground_truth.qasm,Semantic deviation: inverted rotation angle from 1.1855 to -1.1855 on rz
circuit_0600,vqe_h2,4,physics_violation,data/valid/circuit_0600_valid.qasm,data/buggy/circuit_0600_buggy.qasm,data/ground_truth/circuit_0600_ground_truth.qasm,Physics violation: uncalibrated gate delay of 1200us exceeds qubit T2 coherence limit (~150us)
circuit_0601,vqe_h2,4,syntax,data/valid/circuit_0601_valid.qasm,data/buggy/circuit_0601_buggy.qasm,data/ground_truth/circuit_0601_ground_truth.qasm,Syntax error: call to undefined gate 'unknown_quantum_op'
circuit_0602,vqe_h2,4,structural,data/valid/circuit_0602_valid.qasm,data/buggy/circuit_0602_buggy.qasm,data/ground_truth/circuit_0602_ground_truth.qasm,Structural error: reversed control and target qubits on cx gate
circuit_0603,vqe_h2,4,gate_redundancy,data/valid/circuit_0603_valid.qasm,data/buggy/circuit_0603_buggy.qasm,data/ground_truth/circuit_0603_ground_truth.qasm,Gate redundancy: inserted two consecutive self-canceling X gates on qubit 3
circuit_0604,vqe_h2,4,semantic_deviation,data/valid/circuit_0604_valid.qasm,data/buggy/circuit_0604_buggy.qasm,data/ground_truth/circuit_0604_ground_truth.qasm,Semantic deviation: altered gate basis from rz to rx
circuit_0605,vqe_h2,4,physics_violation,data/valid/circuit_0605_valid.qasm,data/buggy/circuit_0605_buggy.qasm,data/ground_truth/circuit_0605_ground_truth.qasm,Physics violation: uncalibrated gate delay of 1200us exceeds qubit T2 coherence limit (~150us)
circuit_0606,vqe_h2,4,syntax,data/valid/circuit_0606_valid.qasm,data/buggy/circuit_0606_buggy.qasm,data/ground_truth/circuit_0606_ground_truth.qasm,Syntax error: unknown keyword 'qbit_invalid' on line 3
circuit_0607,vqe_h2,4,structural,data/valid/circuit_0607_valid.qasm,data/buggy/circuit_0607_buggy.qasm,data/ground_truth/circuit_0607_ground_truth.qasm,Structural error: reversed control and target qubits on cx gate
circuit_0608,vqe_h2,4,gate_redundancy,data/valid/circuit_0608_valid.qasm,data/buggy/circuit_0608_buggy.qasm,data/ground_truth/circuit_0608_ground_truth.qasm,Gate redundancy: inserted two consecutive self-canceling H gates on qubit 3
circuit_0609,vqe_h2,4,semantic_deviation,data/valid/circuit_0609_valid.qasm,data/buggy/circuit_0609_buggy.qasm,data/ground_truth/circuit_0609_ground_truth.qasm,Semantic deviation: altered gate basis from ry to rx
circuit_0610,vqe_h2,4,physics_violation,data/valid/circuit_0610_valid.qasm,data/buggy/circuit_0610_buggy.qasm,data/ground_truth/circuit_0610_ground_truth.qasm,"Physics violation: CNOT between non-connected physical qubits (0, 2) on FakeSherbrooke coupling graph"
circuit_0611,vqe_h2,4,syntax,data/valid/circuit_0611_valid.qasm,data/buggy/circuit_0611_buggy.qasm,data/ground_truth/circuit_0611_ground_truth.qasm,Syntax error: call to undefined gate 'unknown_quantum_op'
circuit_0612,vqe_h2,4,structural,data/valid/circuit_0612_valid.qasm,data/buggy/circuit_0612_buggy.qasm,data/ground_truth/circuit_0612_ground_truth.qasm,Structural error: shifted rz from qubit 3 to qubit 0
circuit_0613,vqe_h2,4,gate_redundancy,data/valid/circuit_0613_valid.qasm,data/buggy/circuit_0613_buggy.qasm,data/ground_truth/circuit_0613_ground_truth.qasm,Gate redundancy: inserted two consecutive self-canceling X gates on qubit 2
circuit_0614,vqe_h2,4,semantic_deviation,data/valid/circuit_0614_valid.qasm,data/buggy/circuit_0614_buggy.qasm,data/ground_truth/circuit_0614_ground_truth.qasm,Semantic deviation: altered gate basis from rz to rx
circuit_0615,vqe_h2,4,physics_violation,data/valid/circuit_0615_valid.qasm,data/buggy/circuit_0615_buggy.qasm,data/ground_truth/circuit_0615_ground_truth.qasm,Physics violation: uncalibrated gate delay of 1200us exceeds qubit T2 coherence limit (~150us)
circuit_0616,vqe_h2,4,syntax,data/valid/circuit_0616_valid.qasm,data/buggy/circuit_0616_buggy.qasm,data/ground_truth/circuit_0616_ground_truth.qasm,Syntax error: unknown keyword 'qbit_invalid' on line 3
circuit_0617,vqe_h2,4,structural,data/valid/circuit_0617_valid.qasm,data/buggy/circuit_0617_buggy.qasm,data/ground_truth/circuit_0617_ground_truth.qasm,Structural error: shifted ry from qubit 2 to qubit 3
circuit_0618,vqe_h2,4,gate_redundancy,data/valid/circuit_0618_valid.qasm,data/buggy/circuit_0618_buggy.qasm,data/ground_truth/circuit_0618_ground_truth.qasm,Gate redundancy: inserted two consecutive self-canceling X gates on qubit 2
circuit_0619,vqe_h2,4,semantic_deviation,data/valid/circuit_0619_valid.qasm,data/buggy/circuit_0619_buggy.qasm,data/ground_truth/circuit_0619_ground_truth.qasm,Semantic deviation: shifted rotation parameter by pi/2 on ry
circuit_0620,vqe_h2,4,physics_violation,data/valid/circuit_0620_valid.qasm,data/buggy/circuit_0620_buggy.qasm,data/ground_truth/circuit_0620_ground_truth.qasm,"Physics violation: CNOT between non-connected physical qubits (0, 2) on FakeSherbrooke coupling graph"
circuit_0621,vqe_h2,4,syntax,data/valid/circuit_0621_valid.qasm,data/buggy/circuit_0621_buggy.qasm,data/ground_truth/circuit_0621_ground_truth.qasm,Syntax error: missing semicolon on line 3
circuit_0622,vqe_h2,4,structural,data/valid/circuit_0622_valid.qasm,data/buggy/circuit_0622_buggy.qasm,data/ground_truth/circuit_0622_ground_truth.qasm,Structural error: shifted rz from qubit 2 to qubit 3
circuit_0623,vqe_h2,4,gate_redundancy,data/valid/circuit_0623_valid.qasm,data/buggy/circuit_0623_buggy.qasm,data/ground_truth/circuit_0623_ground_truth.qasm,"Gate redundancy: inserted two duplicate consecutive CNOT gates on (0, 1)"
circuit_0624,vqe_h2,4,semantic_deviation,data/valid/circuit_0624_valid.qasm,data/buggy/circuit_0624_buggy.qasm,data/ground_truth/circuit_0624_ground_truth.qasm,Semantic deviation: shifted rotation parameter by pi/2 on rz
circuit_0625,vqe_h2,4,physics_violation,data/valid/circuit_0625_valid.qasm,data/buggy/circuit_0625_buggy.qasm,data/ground_truth/circuit_0625_ground_truth.qasm,"Physics violation: CNOT between non-connected physical qubits (0, 2) on FakeSherbrooke coupling graph"
circuit_0626,vqe_h2,4,syntax,data/valid/circuit_0626_valid.qasm,data/buggy/circuit_0626_buggy.qasm,data/ground_truth/circuit_0626_ground_truth.qasm,Syntax error: call to undefined gate 'unknown_quantum_op'
circuit_0627,vqe_h2,4,structural,data/valid/circuit_0627_valid.qasm,data/buggy/circuit_0627_buggy.qasm,data/ground_truth/circuit_0627_ground_truth.qasm,Structural error: reversed control and target qubits on cx gate
circuit_0628,vqe_h2,4,gate_redundancy,data/valid/circuit_0628_valid.qasm,data/buggy/circuit_0628_buggy.qasm,data/ground_truth/circuit_0628_ground_truth.qasm,"Gate redundancy: inserted two duplicate consecutive CNOT gates on (0, 1)"
circuit_0629,vqe_h2,4,semantic_deviation,data/valid/circuit_0629_valid.qasm,data/buggy/circuit_0629_buggy.qasm,data/ground_truth/circuit_0629_ground_truth.qasm,Semantic deviation: shifted rotation parameter by pi/2 on ry
circuit_0630,vqe_h2,4,physics_violation,data/valid/circuit_0630_valid.qasm,data/buggy/circuit_0630_buggy.qasm,data/ground_truth/circuit_0630_ground_truth.qasm,"Physics violation: CNOT between non-connected physical qubits (0, 2) on FakeSherbrooke coupling graph"
circuit_0631,vqe_h2,4,syntax,data/valid/circuit_0631_valid.qasm,data/buggy/circuit_0631_buggy.qasm,data/ground_truth/circuit_0631_ground_truth.qasm,Syntax error: unclosed bracket on line 3
circuit_0632,vqe_h2,4,structural,data/valid/circuit_0632_valid.qasm,data/buggy/circuit_0632_buggy.qasm,data/ground_truth/circuit_0632_ground_truth.qasm,Structural error: reversed control and target qubits on cx gate
circuit_0633,vqe_h2,4,gate_redundancy,data/valid/circuit_0633_valid.qasm,data/buggy/circuit_0633_buggy.qasm,data/ground_truth/circuit_0633_ground_truth.qasm,Gate redundancy: inserted two consecutive self-canceling X gates on qubit 3
circuit_0634,vqe_h2,4,semantic_deviation,data/valid/circuit_0634_valid.qasm,data/buggy/circuit_0634_buggy.qasm,data/ground_truth/circuit_0634_ground_truth.qasm,Semantic deviation: altered gate basis from ry to rx
circuit_0635,vqe_h2,4,physics_violation,data/valid/circuit_0635_valid.qasm,data/buggy/circuit_0635_buggy.qasm,data/ground_truth/circuit_0635_ground_truth.qasm,"Physics violation: CNOT between non-connected physical qubits (0, 2) on FakeSherbrooke coupling graph"
circuit_0636,vqe_h2,4,syntax,data/valid/circuit_0636_valid.qasm,data/buggy/circuit_0636_buggy.qasm,data/ground_truth/circuit_0636_ground_truth.qasm,Syntax error: missing semicolon on line 3
circuit_0637,vqe_h2,4,structural,data/valid/circuit_0637_valid.qasm,data/buggy/circuit_0637_buggy.qasm,data/ground_truth/circuit_0637_ground_truth.qasm,Structural error: shifted rz from qubit 3 to qubit 0
circuit_0638,vqe_h2,4,gate_redundancy,data/valid/circuit_0638_valid.qasm,data/buggy/circuit_0638_buggy.qasm,data/ground_truth/circuit_0638_ground_truth.qasm,"Gate redundancy: inserted two duplicate consecutive CNOT gates on (0, 1)"
circuit_0639,vqe_h2,4,semantic_deviation,data/valid/circuit_0639_valid.qasm,data/buggy/circuit_0639_buggy.qasm,data/ground_truth/circuit_0639_ground_truth.qasm,Semantic deviation: altered gate basis from rz to rx
circuit_0640,vqe_h2,4,physics_violation,data/valid/circuit_0640_valid.qasm,data/buggy/circuit_0640_buggy.qasm,data/ground_truth/circuit_0640_ground_truth.qasm,"Physics violation: CNOT between non-connected physical qubits (0, 2) on FakeSherbrooke coupling graph"
circuit_0641,vqe_h2,4,syntax,data/valid/circuit_0641_valid.qasm,data/buggy/circuit_0641_buggy.qasm,data/ground_truth/circuit_0641_ground_truth.qasm,Syntax error: call to undefined gate 'unknown_quantum_op'
circuit_0642,vqe_h2,4,structural,data/valid/circuit_0642_valid.qasm,data/buggy/circuit_0642_buggy.qasm,data/ground_truth/circuit_0642_ground_truth.qasm,Structural error: reversed control and target qubits on cx gate
